ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
7569BC890583FCD7,classic_bike,23:54.5,37:52.0,Wacker Dr & Washington St,KA1503000072,McClurg Ct & Ohio St,TA1306000029,41.88314336,-87.63724208,41.89259212,-87.61728913,member
013609308856B7FC,electric_bike,44:06.8,49:11.1,Halsted St & Wrightwood Ave,TA1309000061,Racine Ave & Belmont Ave,TA1308000019,41.92914748,-87.64915276,41.939743,-87.658865,member
EACACD3CE0607C0D,classic_bike,16:27.7,28:03.2,Southport Ave & Waveland Ave,13235,Broadway & Cornelia Ave,13278,41.948226,-87.6640712,41.945529,-87.646439,member
EAA2485BA64710D3,classic_bike,49:05.8,52:40.0,Southport Ave & Waveland Ave,13235,Southport Ave & Roscoe St,13071,41.948226,-87.6640712,41.943739,-87.66402,member
7F8BE2471C7F746B,electric_bike,38:32.3,41:06.8,Southport Ave & Waveland Ave,13235,Southport Ave & Roscoe St,13071,41.948226,-87.6640712,41.943739,-87.66402,member
0B8DD16A9B77A1C7,electric_bike,09:06.8,10:55.8,Halsted St & 21st St,13162,Halsted St & 18th St,13099,41.85377981,-87.64660299,41.85750568,-87.64599144,member
65DD88D2EA5AA24A,electric_bike,11:59.7,15:54.2,Halsted St & Wrightwood Ave,TA1309000061,Southport Ave & Wrightwood Ave,TA1307000113,41.929143,-87.649077,41.928773,-87.663913,member
EAC4EE361C030130,electric_bike,43:29.0,01:38.9,Stave St & Armitage Ave,13266,Canal St & Madison St,13341,41.917741,-87.691392,41.882409,-87.639767,member
46267A54446162B5,electric_bike,45:24.7,50:20.5,Larrabee St & Kingsbury St,TA1306000009,Ogden Ave & Race Ave,13194,41.897764,-87.642884,41.891795,-87.658751,member
B5D4F9782121EA51,electric_bike,56:36.9,03:26.6,Albany Ave & Bloomingdale Ave,15655,Campbell Ave & Fullerton Ave,15648,41.91402671,-87.70512646,41.92463247,-87.68930701,member
3C1E48C025E88653,classic_bike,52:33.9,23:51.9,DuSable Lake Shore Dr & Wellington Ave,TA1307000041,Broadway & Barry Ave,13137,41.93668845,-87.63682902,41.93758232,-87.64409781,member
B157E60BBF2BA5F6,electric_bike,23:29.6,30:29.6,Clark St & Drummond Pl,TA1307000142,Clark St & Newport St,632,41.931248,-87.644336,41.94454,-87.654678,member
81AE62C30F86C0D2,classic_bike,11:31.1,17:05.3,Larrabee St & Kingsbury St,TA1306000009,Ogden Ave & Chicago Ave,TA1305000020,41.897764,-87.642884,41.89636246,-87.65406127,member
4978AFB4F96F17A6,classic_bike,20:23.4,28:29.5,Larrabee St & Kingsbury St,TA1306000009,State St & Pearson St,TA1307000061,41.897764,-87.642884,41.897448,-87.628722,member
1DCC4C0315A3B282,classic_bike,52:47.4,54:36.0,Calumet Ave & 18th St,13102,Calumet Ave & 18th St,13102,41.85761755,-87.61941075,41.85761755,-87.61941075,member
5B29C4C95B5320DA,electric_bike,06:42.8,11:43.9,Sheffield Ave & Webster Ave,TA1309000033,Halsted St & Clybourn Ave,331,41.92154,-87.653818,41.909668,-87.648128,member
18048F3531DAF576,electric_bike,20:05.1,23:32.4,Canal St & Jackson Blvd,13138,Halsted St & Polk St,TA1307000121,41.878125,-87.639968,41.87184,-87.64664,member
E2ACFA5C736376F6,electric_bike,26:24.1,42:18.7,California Ave & Fletcher St,15642,Kosciuszko Park,15643,41.93842879,-87.69800776,41.93058537,-87.72377736,member
B1810A3462EAA084,classic_bike,13:25.0,15:55.1,Hermitage Ave & Polk St,13080,Wood St & Taylor St (Temp),13285,41.871514,-87.669886,41.86926522,-87.67373085,member
461D6EC2A99BC110,classic_bike,45:46.5,05:59.3,Racine Ave & 15th St,13304,Stetson Ave & South Water St,TA1308000029,41.861267,-87.656625,41.886835,-87.62232,casual
172BD369FF6D3ADA,classic_bike,51:00.1,19:18.7,Central Park Ave & Elbridge Ave,15644,Kimball Ave & Belmont Ave,KA150400009X,41.93533728,-87.71688929,41.93939395,-87.71206766,member
AF381E3683CE622B,classic_bike,24:36.8,31:15.0,Morgan St & Polk St,TA1307000130,Desplaines St & Jackson Blvd,15539,41.871737,-87.65103,41.8781189,-87.6439476,member
