7569BC890583FCD7,classic_bike,2025-01-21 17:23:00.0000000,2025-01-21 17:37:00.0000000,member,Tuesday,January,14
013609308856B7FC,electric_bike,2025-01-11 15:44:00.0000000,2025-01-11 15:49:00.0000000,member,Saturday,January,5
EACACD3CE0607C0D,classic_bike,2025-01-02 15:16:00.0000000,2025-01-02 15:28:00.0000000,member,Thursday,January,12
EAA2485BA64710D3,classic_bike,2025-01-23 08:49:00.0000000,2025-01-23 08:52:00.0000000,member,Thursday,January,3
7F8BE2471C7F746B,electric_bike,2025-01-16 08:38:00.0000000,2025-01-16 08:41:00.0000000,member,Thursday,January,3
0B8DD16A9B77A1C7,electric_bike,2025-01-02 16:09:00.0000000,2025-01-02 16:10:00.0000000,member,Thursday,January,1
65DD88D2EA5AA24A,electric_bike,2025-01-19 01:12:00.0000000,2025-01-19 01:15:00.0000000,member,Sunday,January,3
EAC4EE361C030130,electric_bike,2025-01-24 06:43:00.0000000,2025-01-24 07:01:00.0000000,member,Friday,January,18
46267A54446162B5,electric_bike,2025-01-06 08:45:00.0000000,2025-01-06 08:50:00.0000000,member,Monday,January,5
B5D4F9782121EA51,electric_bike,2025-01-01 16:56:00.0000000,2025-01-01 17:03:00.0000000,member,Wednesday,January,7
3C1E48C025E88653,classic_bike,2024-12-31 23:52:00.0000000,2025-01-01 00:23:00.0000000,member,Tuesday,December,31
B157E60BBF2BA5F6,electric_bike,2025-01-04 17:23:00.0000000,2025-01-04 17:30:00.0000000,member,Saturday,January,7
81AE62C30F86C0D2,classic_bike,2025-01-24 18:11:00.0000000,2025-01-24 18:17:00.0000000,member,Friday,January,6
4978AFB4F96F17A6,classic_bike,2025-01-01 12:20:00.0000000,2025-01-01 12:28:00.0000000,member,Wednesday,January,8
1DCC4C0315A3B282,classic_bike,2025-01-06 13:52:00.0000000,2025-01-06 13:54:00.0000000,member,Monday,January,2
5B29C4C95B5320DA,electric_bike,2025-01-10 06:06:00.0000000,2025-01-10 06:11:00.0000000,member,Friday,January,5
18048F3531DAF576,electric_bike,2025-01-16 09:20:00.0000000,2025-01-16 09:23:00.0000000,member,Thursday,January,3
E2ACFA5C736376F6,electric_bike,2025-01-04 15:26:00.0000000,2025-01-04 15:42:00.0000000,member,Saturday,January,16
B1810A3462EAA084,classic_bike,2025-01-17 08:13:00.0000000,2025-01-17 08:15:00.0000000,member,Friday,January,2
461D6EC2A99BC110,classic_bike,2025-01-09 09:45:00.0000000,2025-01-09 10:05:00.0000000,casual,Thursday,January,20
172BD369FF6D3ADA,classic_bike,2025-01-27 16:51:00.0000000,2025-01-27 17:19:00.0000000,member,Monday,January,28
AF381E3683CE622B,classic_bike,2025-01-13 18:24:00.0000000,2025-01-13 18:31:00.0000000,member,Monday,January,7
90912007C68DC8DA,electric_bike,2025-01-30 17:35:00.0000000,2025-01-30 17:51:00.0000000,member,Thursday,January,16
5A7142E8A39FC161,electric_bike,2025-01-24 15:56:00.0000000,2025-01-24 16:00:00.0000000,member,Friday,January,4
2D20CCFBE6719E47,classic_bike,2025-01-09 13:12:00.0000000,2025-01-09 13:19:00.0000000,member,Thursday,January,7
009707A9E9077E1D,classic_bike,2025-01-09 17:09:00.0000000,2025-01-09 17:48:00.0000000,member,Thursday,January,39
3DE54C00139A213B,classic_bike,2025-01-15 11:53:00.0000000,2025-01-15 11:56:00.0000000,member,Wednesday,January,3
DAFEB128254B6252,classic_bike,2025-01-01 17:21:00.0000000,2025-01-01 17:36:00.0000000,member,Wednesday,January,15
29EB50E4965FA8A6,electric_bike,2025-01-28 07:17:00.0000000,2025-01-28 07:21:00.0000000,member,Tuesday,January,4
260FC94B2A150AE5,electric_bike,2025-01-16 09:10:00.0000000,2025-01-16 09:22:00.0000000,casual,Thursday,January,12
4B81EE1E1B413989,electric_bike,2025-01-17 10:39:00.0000000,2025-01-17 10:48:00.0000000,casual,Friday,January,9
0B6242FC5805AB59,electric_bike,2025-01-28 12:28:00.0000000,2025-01-28 12:50:00.0000000,casual,Tuesday,January,22
83D1D41B252447DB,classic_bike,2025-01-18 16:48:00.0000000,2025-01-18 16:56:00.0000000,casual,Saturday,January,8
